Date,State,District,Confirmed,Recovered,Deceased,Other,Tested
2020-04-26,Madhya Pradesh,Agar Malwa,11,0,1,0,
2020-04-26,Madhya Pradesh,Alirajpur,3,0,0,0,
2020-04-26,Madhya Pradesh,Barwani,24,7,0,0,
2020-04-26,Madhya Pradesh,Betul,1,0,0,0,
2020-04-26,Madhya Pradesh,Bhopal,415,104,9,0,
2020-04-26,Madhya Pradesh,Chhindwara,5,0,1,0,
2020-04-26,Madhya Pradesh,Dewas,23,4,6,0,
2020-04-26,Madhya Pradesh,Dhar,36,0,1,0,
2020-04-26,Madhya Pradesh,Dindori,1,0,0,0,
2020-04-26,Madhya Pradesh,Gwalior,4,2,0,0,
2020-04-26,Madhya Pradesh,Hoshangabad,32,9,2,0,
2020-04-26,Madhya Pradesh,Indore,1176,107,57,0,
2020-04-26,Madhya Pradesh,Jabalpur,59,7,1,0,
2020-04-26,Madhya Pradesh,Khandwa,36,12,1,0,
2020-04-26,Madhya Pradesh,Khargone,61,12,6,0,
2020-04-26,Madhya Pradesh,Mandsaur,9,0,1,0,
2020-04-26,Madhya Pradesh,Morena,13,13,0,0,
2020-04-26,Madhya Pradesh,Other Region,2,0,0,0,
2020-04-26,Madhya Pradesh,Raisen,28,1,0,0,
2020-04-26,Madhya Pradesh,Ratlam,13,0,0,0,
2020-04-26,Madhya Pradesh,Sagar,5,1,0,0,
2020-04-26,Madhya Pradesh,Shajapur,6,1,0,0,
2020-04-26,Madhya Pradesh,Sheopur,4,2,0,0,
2020-04-26,Madhya Pradesh,Shivpuri,2,2,0,0,
2020-04-26,Madhya Pradesh,Tikamgarh,2,0,0,0,
2020-04-26,Madhya Pradesh,Ujjain,106,5,17,0,
2020-04-26,Madhya Pradesh,Vidisha,13,13,0,0,
2020-04-27,Madhya Pradesh,Agar Malwa,11,0,1,0,
2020-04-27,Madhya Pradesh,Alirajpur,3,0,0,0,
2020-04-27,Madhya Pradesh,Barwani,24,10,0,0,
2020-04-27,Madhya Pradesh,Betul,1,0,0,0,
2020-04-27,Madhya Pradesh,Bhopal,428,139,12,0,
2020-04-27,Madhya Pradesh,Chhindwara,5,0,1,0,
2020-04-27,Madhya Pradesh,Dewas,24,5,6,0,
2020-04-27,Madhya Pradesh,Dhar,36,0,1,0,
2020-04-27,Madhya Pradesh,Dindori,1,0,0,0,
2020-04-27,Madhya Pradesh,Gwalior,4,2,0,0,
2020-04-27,Madhya Pradesh,Harda,1,0,0,0,
2020-04-27,Madhya Pradesh,Hoshangabad,33,9,2,0,
2020-04-27,Madhya Pradesh,Indore,1207,123,60,0,
2020-04-27,Madhya Pradesh,Jabalpur,69,7,1,0,
2020-04-27,Madhya Pradesh,Khandwa,36,12,1,0,
2020-04-27,Madhya Pradesh,Khargone,61,12,6,0,
2020-04-27,Madhya Pradesh,Mandsaur,9,0,2,0,
2020-04-27,Madhya Pradesh,Morena,13,13,0,0,
2020-04-27,Madhya Pradesh,Other Region,2,0,0,0,
2020-04-27,Madhya Pradesh,Raisen,33,1,0,0,
2020-04-27,Madhya Pradesh,Ratlam,13,0,0,0,
2020-04-27,Madhya Pradesh,Sagar,5,1,0,0,
2020-04-27,Madhya Pradesh,Shajapur,6,1,0,0,
2020-04-27,Madhya Pradesh,Sheopur,4,2,0,0,
2020-04-27,Madhya Pradesh,Shivpuri,2,2,0,0,
2020-04-27,Madhya Pradesh,Tikamgarh,2,0,0,0,
2020-04-27,Madhya Pradesh,Ujjain,119,5,17,0,
2020-04-27,Madhya Pradesh,Vidisha,13,13,0,0,
2020-04-28,Madhya Pradesh,Agar Malwa,11,0,1,0,
2020-04-28,Madhya Pradesh,Alirajpur,3,0,0,0,
2020-04-28,Madhya Pradesh,Ashoknagar,1,0,1,0,
2020-04-28,Madhya Pradesh,Barwani,24,14,0,0,
2020-04-28,Madhya Pradesh,Betul,1,0,0,0,
2020-04-28,Madhya Pradesh,Bhopal,458,139,13,0,
2020-04-28,Madhya Pradesh,Burhanpur,1,0,0,0,
2020-04-28,Madhya Pradesh,Chhindwara,5,0,1,0,
2020-04-28,Madhya Pradesh,Dewas,23,6,7,0,
2020-04-28,Madhya Pradesh,Dhar,40,0,1,0,
2020-04-28,Madhya Pradesh,Dindori,1,0,0,0,
2020-04-28,Madhya Pradesh,Gwalior,4,2,0,0,
2020-04-28,Madhya Pradesh,Harda,1,0,0,0,
2020-04-28,Madhya Pradesh,Hoshangabad,34,9,2,0,
2020-04-28,Madhya Pradesh,Indore,1372,134,63,0,
2020-04-28,Madhya Pradesh,Jabalpur,70,7,1,0,
2020-04-28,Madhya Pradesh,Khandwa,36,12,1,0,
2020-04-28,Madhya Pradesh,Khargone,61,12,6,0,
2020-04-28,Madhya Pradesh,Mandsaur,9,0,2,0,
2020-04-28,Madhya Pradesh,Morena,13,13,0,0,
2020-04-28,Madhya Pradesh,Other Region,2,0,0,0,
2020-04-28,Madhya Pradesh,Raisen,45,1,1,0,
2020-04-28,Madhya Pradesh,Ratlam,13,0,0,0,
2020-04-28,Madhya Pradesh,Rewa,2,0,0,0,
2020-04-28,Madhya Pradesh,Sagar,5,1,0,0,
2020-04-28,Madhya Pradesh,Shahdol,2,0,0,0,
2020-04-28,Madhya Pradesh,Shajapur,6,1,0,0,
2020-04-28,Madhya Pradesh,Sheopur,4,2,0,0,
2020-04-28,Madhya Pradesh,Shivpuri,2,2,0,0,
2020-04-28,Madhya Pradesh,Tikamgarh,2,0,0,0,
2020-04-28,Madhya Pradesh,Ujjain,123,5,20,0,
2020-04-28,Madhya Pradesh,Vidisha,13,13,0,0,
2020-04-29,Madhya Pradesh,Agar Malwa,12,0,1,0,
2020-04-29,Madhya Pradesh,Alirajpur,3,0,0,0,
2020-04-29,Madhya Pradesh,Ashoknagar,1,0,1,0,
2020-04-29,Madhya Pradesh,Barwani,24,14,0,0,
2020-04-29,Madhya Pradesh,Betul,1,0,0,0,
2020-04-29,Madhya Pradesh,Bhopal,483,162,14,0,
2020-04-29,Madhya Pradesh,Burhanpur,1,0,0,0,
2020-04-29,Madhya Pradesh,Chhindwara,5,2,1,0,
2020-04-29,Madhya Pradesh,Dewas,24,6,7,0,
2020-04-29,Madhya Pradesh,Dhar,48,0,1,0,
2020-04-29,Madhya Pradesh,Dindori,1,0,0,0,
2020-04-29,Madhya Pradesh,Gwalior,4,2,0,0,
2020-04-29,Madhya Pradesh,Harda,1,0,0,0,
2020-04-29,Madhya Pradesh,Hoshangabad,35,14,2,0,
2020-04-29,Madhya Pradesh,Indore,1476,177,65,0,
2020-04-29,Madhya Pradesh,Jabalpur,78,7,1,0,
2020-04-29,Madhya Pradesh,Khandwa,46,12,3,0,
2020-04-29,Madhya Pradesh,Khargone,70,22,7,0,
2020-04-29,Madhya Pradesh,Mandsaur,9,0,2,0,
2020-04-29,Madhya Pradesh,Morena,13,13,0,0,
2020-04-29,Madhya Pradesh,Other Region,2,0,0,0,
2020-04-29,Madhya Pradesh,Raisen,47,1,2,0,
2020-04-29,Madhya Pradesh,Ratlam,13,0,0,0,
2020-04-29,Madhya Pradesh,Rewa,2,0,0,0,
2020-04-29,Madhya Pradesh,Sagar,5,1,0,0,
2020-04-29,Madhya Pradesh,Shahdol,2,0,0,0,
2020-04-29,Madhya Pradesh,Shajapur,6,4,0,0,
2020-04-29,Madhya Pradesh,Sheopur,4,4,0,0,
2020-04-29,Madhya Pradesh,Shivpuri,2,2,0,0,
2020-04-29,Madhya Pradesh,Tikamgarh,2,0,0,0,
2020-04-29,Madhya Pradesh,Ujjain,127,5,23,0,
2020-04-29,Madhya Pradesh,Vidisha,13,13,0,0,
2020-04-30,Madhya Pradesh,Agar Malwa,12,0,1,0,
2020-04-30,Madhya Pradesh,Alirajpur,3,0,0,0,
2020-04-30,Madhya Pradesh,Ashoknagar,1,0,1,0,
2020-04-30,Madhya Pradesh,Barwani,26,14,0,0,
2020-04-30,Madhya Pradesh,Betul,1,0,0,0,
2020-04-30,Madhya Pradesh,Bhopal,508,162,15,0,
2020-04-30,Madhya Pradesh,Burhanpur,1,0,0,0,
2020-04-30,Madhya Pradesh,Chhindwara,5,2,1,0,
2020-04-30,Madhya Pradesh,Dewas,24,7,7,0,
2020-04-30,Madhya Pradesh,Dhar,48,1,1,0,
2020-04-30,Madhya Pradesh,Dindori,1,0,0,0,
2020-04-30,Madhya Pradesh,Gwalior,4,2,0,0,
2020-04-30,Madhya Pradesh,Harda,1,0,0,0,
2020-04-30,Madhya Pradesh,Hoshangabad,35,14,3,0,
2020-04-30,Madhya Pradesh,Indore,1486,177,68,0,
2020-04-30,Madhya Pradesh,Jabalpur,85,7,1,0,
2020-04-30,Madhya Pradesh,Khandwa,46,31,4,0,
2020-04-30,Madhya Pradesh,Khargone,70,22,7,0,
2020-04-30,Madhya Pradesh,Mandsaur,9,0,2,0,
2020-04-30,Madhya Pradesh,Morena,13,13,0,0,
2020-04-30,Madhya Pradesh,Other Region,2,0,0,0,
2020-04-30,Madhya Pradesh,Raisen,55,1,2,0,
2020-04-30,Madhya Pradesh,Ratlam,14,0,0,0,
2020-04-30,Madhya Pradesh,Rewa,2,0,0,0,
2020-04-30,Madhya Pradesh,Sagar,5,1,0,0,
2020-04-30,Madhya Pradesh,Shahdol,3,0,0,0,
2020-04-30,Madhya Pradesh,Shajapur,6,4,0,0,
2020-04-30,Madhya Pradesh,Sheopur,4,4,0,0,
2020-04-30,Madhya Pradesh,Shivpuri,2,2,0,0,
2020-04-30,Madhya Pradesh,Tikamgarh,2,0,0,0,
2020-04-30,Madhya Pradesh,Ujjain,138,5,24,0,
2020-04-30,Madhya Pradesh,Vidisha,13,13,0,0,
2020-05-01,Madhya Pradesh,Agar Malwa,12,0,1,0,
2020-05-01,Madhya Pradesh,Alirajpur,3,0,0,0,
2020-05-01,Madhya Pradesh,Anuppur,2,0,0,0,
2020-05-01,Madhya Pradesh,Ashoknagar,1,0,1,0,
2020-05-01,Madhya Pradesh,Barwani,26,18,0,0,
2020-05-01,Madhya Pradesh,Betul,1,0,0,0,
2020-05-01,Madhya Pradesh,Bhopal,526,183,15,0,
2020-05-01,Madhya Pradesh,Burhanpur,1,0,0,0,
2020-05-01,Madhya Pradesh,Chhindwara,5,2,1,0,
2020-05-01,Madhya Pradesh,Dewas,26,7,7,0,
2020-05-01,Madhya Pradesh,Dhar,49,1,1,0,
2020-05-01,Madhya Pradesh,Dindori,1,0,0,0,
2020-05-01,Madhya Pradesh,Gwalior,5,2,0,0,
2020-05-01,Madhya Pradesh,Harda,3,0,0,0,
2020-05-01,Madhya Pradesh,Hoshangabad,35,17,3,0,
2020-05-01,Madhya Pradesh,Indore,1515,177,72,0,8433.0
2020-05-01,Madhya Pradesh,Jabalpur,87,7,1,0,
2020-05-01,Madhya Pradesh,Khandwa,46,31,6,0,
2020-05-01,Madhya Pradesh,Khargone,73,22,7,0,
2020-05-01,Madhya Pradesh,Mandsaur,24,1,2,0,
2020-05-01,Madhya Pradesh,Morena,14,13,0,0,
2020-05-01,Madhya Pradesh,Other Region,2,0,0,0,
2020-05-01,Madhya Pradesh,Raisen,57,1,2,0,
2020-05-01,Madhya Pradesh,Ratlam,16,11,0,0,
2020-05-01,Madhya Pradesh,Rewa,2,0,0,0,
2020-05-01,Madhya Pradesh,Sagar,5,1,0,0,
2020-05-01,Madhya Pradesh,Shahdol,3,0,0,0,
2020-05-01,Madhya Pradesh,Shajapur,7,6,1,0,
2020-05-01,Madhya Pradesh,Sheopur,4,4,0,0,
2020-05-01,Madhya Pradesh,Shivpuri,2,2,0,0,
2020-05-01,Madhya Pradesh,Tikamgarh,2,0,0,0,
2020-05-01,Madhya Pradesh,Ujjain,147,5,25,0,
2020-05-01,Madhya Pradesh,Vidisha,13,13,0,0,
2020-05-02,Madhya Pradesh,Agar Malwa,12,0,1,0,
2020-05-02,Madhya Pradesh,Alirajpur,3,0,0,0,
2020-05-02,Madhya Pradesh,Anuppur,2,0,0,0,
2020-05-02,Madhya Pradesh,Ashoknagar,1,0,1,0,
2020-05-02,Madhya Pradesh,Barwani,26,20,0,0,
2020-05-02,Madhya Pradesh,Betul,1,0,0,0,
2020-05-02,Madhya Pradesh,Bhopal,526,212,15,0,
2020-05-02,Madhya Pradesh,Burhanpur,18,0,0,0,
2020-05-02,Madhya Pradesh,Chhindwara,5,2,1,0,
2020-05-02,Madhya Pradesh,Dewas,26,11,7,0,
2020-05-02,Madhya Pradesh,Dhar,51,10,1,0,
2020-05-02,Madhya Pradesh,Dindori,1,0,0,0,
2020-05-02,Madhya Pradesh,Gwalior,5,2,0,0,
2020-05-02,Madhya Pradesh,Harda,3,0,0,0,
2020-05-02,Madhya Pradesh,Hoshangabad,35,19,4,0,
2020-05-02,Madhya Pradesh,Indore,1545,229,74,0,8948.0
2020-05-02,Madhya Pradesh,Jabalpur,92,9,1,0,
2020-05-02,Madhya Pradesh,Katni,1,0,0,0,
2020-05-02,Madhya Pradesh,Khandwa,47,31,6,0,
2020-05-02,Madhya Pradesh,Khargone,77,22,7,0,
2020-05-02,Madhya Pradesh,Mandsaur,35,1,3,0,
2020-05-02,Madhya Pradesh,Morena,16,13,0,0,
2020-05-02,Madhya Pradesh,Other Region,2,0,0,0,
2020-05-02,Madhya Pradesh,Raisen,57,1,2,0,
2020-05-02,Madhya Pradesh,Ratlam,16,11,0,0,
2020-05-02,Madhya Pradesh,Rewa,2,0,0,0,
2020-05-02,Madhya Pradesh,Sagar,5,1,0,0,
2020-05-02,Madhya Pradesh,Shahdol,3,0,0,0,
2020-05-02,Madhya Pradesh,Shajapur,7,6,1,0,
2020-05-02,Madhya Pradesh,Sheopur,4,4,0,0,
2020-05-02,Madhya Pradesh,Shivpuri,2,2,0,0,
2020-05-02,Madhya Pradesh,Tikamgarh,2,0,0,0,
2020-05-02,Madhya Pradesh,Ujjain,147,5,27,0,
2020-05-02,Madhya Pradesh,Vidisha,13,13,0,0,
2020-05-03,Madhya Pradesh,Agar Malwa,12,0,1,0,
2020-05-03,Madhya Pradesh,Alirajpur,3,1,0,0,
2020-05-03,Madhya Pradesh,Anuppur,2,0,0,0,
2020-05-03,Madhya Pradesh,Ashoknagar,1,0,1,0,
2020-05-03,Madhya Pradesh,Barwani,26,22,0,0,
2020-05-03,Madhya Pradesh,Betul,1,1,0,0,
2020-05-03,Madhya Pradesh,Bhopal,532,237,15,0,
2020-05-03,Madhya Pradesh,Burhanpur,18,0,0,0,
2020-05-03,Madhya Pradesh,Chhindwara,5,2,1,0,
2020-05-03,Madhya Pradesh,Dewas,26,11,7,0,
2020-05-03,Madhya Pradesh,Dhar,55,11,1,0,
2020-05-03,Madhya Pradesh,Dindori,1,0,0,0,
2020-05-03,Madhya Pradesh,Gwalior,5,2,0,0,
2020-05-03,Madhya Pradesh,Harda,3,0,0,0,
2020-05-03,Madhya Pradesh,Hoshangabad,36,19,4,0,
2020-05-03,Madhya Pradesh,Indore,1568,350,76,0,9374.0
2020-05-03,Madhya Pradesh,Jabalpur,96,10,1,0,
2020-05-03,Madhya Pradesh,Khandwa,47,32,6,0,
2020-05-03,Madhya Pradesh,Khargone,77,24,7,0,
2020-05-03,Madhya Pradesh,Mandsaur,36,5,3,0,
2020-05-03,Madhya Pradesh,Morena,16,13,0,0,
2020-05-03,Madhya Pradesh,Niwari,1,0,0,0,
2020-05-03,Madhya Pradesh,Other Region,2,0,0,0,
2020-05-03,Madhya Pradesh,Panna,1,0,0,0,
2020-05-03,Madhya Pradesh,Raisen,57,3,2,0,
2020-05-03,Madhya Pradesh,Ratlam,16,11,0,0,
2020-05-03,Madhya Pradesh,Rewa,2,0,0,0,
2020-05-03,Madhya Pradesh,Sagar,5,1,0,0,
2020-05-03,Madhya Pradesh,Shahdol,3,0,0,0,
2020-05-03,Madhya Pradesh,Shajapur,7,6,1,0,
2020-05-03,Madhya Pradesh,Sheopur,4,4,0,0,
2020-05-03,Madhya Pradesh,Shivpuri,2,2,0,0,
2020-05-03,Madhya Pradesh,Tikamgarh,2,0,0,0,
2020-05-03,Madhya Pradesh,Ujjain,156,18,30,0,
2020-05-03,Madhya Pradesh,Vidisha,13,13,0,0,
2020-05-04,Madhya Pradesh,Agar Malwa,12,0,1,0,
2020-05-04,Madhya Pradesh,Alirajpur,3,3,0,0,
2020-05-04,Madhya Pradesh,Anuppur,2,0,0,0,
2020-05-04,Madhya Pradesh,Ashoknagar,1,0,1,0,
2020-05-04,Madhya Pradesh,Barwani,26,23,0,0,
2020-05-04,Madhya Pradesh,Betul,1,1,0,0,
2020-05-04,Madhya Pradesh,Bhopal,563,266,15,0,
2020-05-04,Madhya Pradesh,Burhanpur,34,0,3,0,
2020-05-04,Madhya Pradesh,Chhindwara,5,2,1,0,
2020-05-04,Madhya Pradesh,Dewas,26,11,7,0,
2020-05-04,Madhya Pradesh,Dhar,55,11,1,0,
2020-05-04,Madhya Pradesh,Dindori,1,0,0,0,
2020-05-04,Madhya Pradesh,Gwalior,5,2,0,0,
2020-05-04,Madhya Pradesh,Harda,3,0,0,0,
2020-05-04,Madhya Pradesh,Hoshangabad,36,19,3,0,
2020-05-04,Madhya Pradesh,Indore,1611,362,77,0,9857.0
2020-05-04,Madhya Pradesh,Jabalpur,98,12,1,0,
2020-05-04,Madhya Pradesh,Khandwa,47,32,6,0,
2020-05-04,Madhya Pradesh,Khargone,77,36,7,0,
2020-05-04,Madhya Pradesh,Mandsaur,36,5,3,0,
2020-05-04,Madhya Pradesh,Morena,17,13,0,0,
2020-05-04,Madhya Pradesh,Other Region,2,0,0,0,
2020-05-04,Madhya Pradesh,Panna,1,0,0,0,
2020-05-04,Madhya Pradesh,Raisen,59,3,3,0,
2020-05-04,Madhya Pradesh,Ratlam,16,11,0,0,
2020-05-04,Madhya Pradesh,Rewa,2,0,0,0,
2020-05-04,Madhya Pradesh,Sagar,5,1,0,0,
2020-05-04,Madhya Pradesh,Satna,1,0,0,0,
2020-05-04,Madhya Pradesh,Shahdol,3,0,0,0,
2020-05-04,Madhya Pradesh,Shajapur,7,6,1,0,
2020-05-04,Madhya Pradesh,Sheopur,4,4,0,0,
2020-05-04,Madhya Pradesh,Shivpuri,2,2,0,0,
2020-05-04,Madhya Pradesh,Tikamgarh,2,0,0,0,
2020-05-04,Madhya Pradesh,Ujjain,166,18,35,0,
2020-05-04,Madhya Pradesh,Vidisha,13,13,0,0,
2020-05-05,Madhya Pradesh,Agar Malwa,12,0,1,0,
2020-05-05,Madhya Pradesh,Alirajpur,3,3,0,0,
2020-05-05,Madhya Pradesh,Anuppur,3,0,0,0,
2020-05-05,Madhya Pradesh,Ashoknagar,1,0,1,0,
2020-05-05,Madhya Pradesh,Barwani,26,23,0,0,
2020-05-05,Madhya Pradesh,Betul,1,1,0,0,
2020-05-05,Madhya Pradesh,Bhopal,571,288,16,0,
2020-05-05,Madhya Pradesh,Burhanpur,34,0,3,0,
2020-05-05,Madhya Pradesh,Chhindwara,5,2,1,0,
2020-05-05,Madhya Pradesh,Dewas,26,11,7,0,
2020-05-05,Madhya Pradesh,Dhar,75,12,1,0,
2020-05-05,Madhya Pradesh,Dindori,1,0,0,0,
2020-05-05,Madhya Pradesh,Gwalior,5,2,0,0,
2020-05-05,Madhya Pradesh,Harda,3,0,0,0,
2020-05-05,Madhya Pradesh,Hoshangabad,36,19,3,0,
2020-05-05,Madhya Pradesh,Indore,1654,468,79,0,10409.0
2020-05-05,Madhya Pradesh,Jabalpur,106,12,3,0,
2020-05-05,Madhya Pradesh,Khandwa,49,32,6,0,
2020-05-05,Madhya Pradesh,Khargone,79,36,7,0,
2020-05-05,Madhya Pradesh,Mandsaur,36,5,3,0,
2020-05-05,Madhya Pradesh,Morena,17,13,0,0,
2020-05-05,Madhya Pradesh,Other Region,2,0,0,0,
2020-05-05,Madhya Pradesh,Panna,1,0,0,0,
2020-05-05,Madhya Pradesh,Raisen,63,8,3,0,
2020-05-05,Madhya Pradesh,Ratlam,16,12,0,0,
2020-05-05,Madhya Pradesh,Rewa,2,0,0,0,
2020-05-05,Madhya Pradesh,Sagar,5,2,0,0,
2020-05-05,Madhya Pradesh,Satna,1,0,1,0,
2020-05-05,Madhya Pradesh,Shahdol,3,0,0,0,
2020-05-05,Madhya Pradesh,Shajapur,7,6,1,0,
2020-05-05,Madhya Pradesh,Sheopur,4,4,0,0,
2020-05-05,Madhya Pradesh,Shivpuri,2,2,0,0,
2020-05-05,Madhya Pradesh,Tikamgarh,3,0,0,0,
2020-05-05,Madhya Pradesh,Ujjain,184,26,40,0,
2020-05-05,Madhya Pradesh,Vidisha,13,13,0,0,
2020-05-06,Madhya Pradesh,Agar Malwa,13,10,1,0,
2020-05-06,Madhya Pradesh,Alirajpur,3,3,0,0,
2020-05-06,Madhya Pradesh,Anuppur,3,0,0,0,
2020-05-06,Madhya Pradesh,Ashoknagar,1,0,1,0,
2020-05-06,Madhya Pradesh,Barwani,26,23,0,0,
2020-05-06,Madhya Pradesh,Betul,1,1,0,0,
2020-05-06,Madhya Pradesh,Bhopal,605,317,20,0,
2020-05-06,Madhya Pradesh,Burhanpur,38,0,4,0,
2020-05-06,Madhya Pradesh,Chhindwara,5,2,1,0,
2020-05-06,Madhya Pradesh,Dewas,30,11,7,0,
2020-05-06,Madhya Pradesh,Dhar,76,26,1,0,
2020-05-06,Madhya Pradesh,Dindori,1,0,0,0,
2020-05-06,Madhya Pradesh,Gwalior,7,2,0,0,
2020-05-06,Madhya Pradesh,Harda,3,0,0,0,
2020-05-06,Madhya Pradesh,Hoshangabad,36,22,3,0,
2020-05-06,Madhya Pradesh,Indore,1681,491,81,0,10965.0
2020-05-06,Madhya Pradesh,Jabalpur,109,15,3,0,
2020-05-06,Madhya Pradesh,Khandwa,50,32,7,0,
2020-05-06,Madhya Pradesh,Khargone,79,37,7,0,
2020-05-06,Madhya Pradesh,Mandsaur,40,6,4,0,
2020-05-06,Madhya Pradesh,Morena,17,13,0,0,
2020-05-06,Madhya Pradesh,Neemuch,4,0,0,0,
2020-05-06,Madhya Pradesh,Panna,1,0,0,0,
2020-05-06,Madhya Pradesh,Raisen,63,20,3,0,
2020-05-06,Madhya Pradesh,Ratlam,20,12,0,0,
2020-05-06,Madhya Pradesh,Rewa,2,0,0,0,
2020-05-06,Madhya Pradesh,Sagar,5,5,0,0,
2020-05-06,Madhya Pradesh,Satna,1,0,1,0,
2020-05-06,Madhya Pradesh,Shahdol,3,0,0,0,
2020-05-06,Madhya Pradesh,Shajapur,8,6,1,0,
2020-05-06,Madhya Pradesh,Sheopur,4,4,0,0,
2020-05-06,Madhya Pradesh,Shivpuri,3,2,0,0,
2020-05-06,Madhya Pradesh,Tikamgarh,3,0,0,0,
2020-05-06,Madhya Pradesh,Ujjain,184,26,40,0,
2020-05-06,Madhya Pradesh,Vidisha,13,13,0,0,
2020-05-07,Madhya Pradesh,Agar Malwa,13,10,1,0,
2020-05-07,Madhya Pradesh,Alirajpur,3,3,0,0,
2020-05-07,Madhya Pradesh,Anuppur,3,0,0,0,
2020-05-07,Madhya Pradesh,Ashoknagar,1,0,1,0,
2020-05-07,Madhya Pradesh,Barwani,26,23,0,0,
2020-05-07,Madhya Pradesh,Betul,1,1,0,0,
2020-05-07,Madhya Pradesh,Bhopal,652,318,22,0,
2020-05-07,Madhya Pradesh,Burhanpur,38,0,4,0,
2020-05-07,Madhya Pradesh,Chhindwara,5,2,1,0,
2020-05-07,Madhya Pradesh,Dewas,30,12,7,0,
2020-05-07,Madhya Pradesh,Dhar,77,26,1,0,
2020-05-07,Madhya Pradesh,Dindori,1,0,0,0,
2020-05-07,Madhya Pradesh,Gwalior,12,2,0,0,
2020-05-07,Madhya Pradesh,Harda,3,0,0,0,
2020-05-07,Madhya Pradesh,Hoshangabad,36,22,3,0,
2020-05-07,Madhya Pradesh,Indore,1699,595,83,0,11337.0
2020-05-07,Madhya Pradesh,Jabalpur,115,15,4,0,
2020-05-07,Madhya Pradesh,Jhabua,1,0,0,0,
2020-05-07,Madhya Pradesh,Khandwa,50,32,7,0,
2020-05-07,Madhya Pradesh,Khargone,80,37,8,0,
2020-05-07,Madhya Pradesh,Mandsaur,52,6,4,0,
2020-05-07,Madhya Pradesh,Morena,22,13,0,0,
2020-05-07,Madhya Pradesh,Neemuch,4,0,0,0,
2020-05-07,Madhya Pradesh,Panna,1,0,0,0,
2020-05-07,Madhya Pradesh,Raisen,64,22,3,0,
2020-05-07,Madhya Pradesh,Ratlam,20,12,0,0,
2020-05-07,Madhya Pradesh,Rewa,2,0,0,0,
2020-05-07,Madhya Pradesh,Sagar,5,5,0,0,
2020-05-07,Madhya Pradesh,Satna,1,0,1,0,
2020-05-07,Madhya Pradesh,Shahdol,3,0,0,0,
2020-05-07,Madhya Pradesh,Shajapur,8,6,1,0,
2020-05-07,Madhya Pradesh,Sheopur,4,4,0,0,
2020-05-07,Madhya Pradesh,Shivpuri,3,2,0,0,
2020-05-07,Madhya Pradesh,Tikamgarh,3,0,0,0,
2020-05-07,Madhya Pradesh,Ujjain,201,50,42,0,
2020-05-07,Madhya Pradesh,Vidisha,13,13,0,0,
2020-05-08,Madhya Pradesh,Agar Malwa,13,10,1,0,
2020-05-08,Madhya Pradesh,Alirajpur,3,3,0,0,
2020-05-08,Madhya Pradesh,Anuppur,3,0,0,0,
2020-05-08,Madhya Pradesh,Ashoknagar,1,0,1,0,
2020-05-08,Madhya Pradesh,Barwani,26,23,0,0,
2020-05-08,Madhya Pradesh,Betul,1,1,0,0,
2020-05-08,Madhya Pradesh,Bhopal,679,354,24,0,
2020-05-08,Madhya Pradesh,Burhanpur,42,0,4,0,
2020-05-08,Madhya Pradesh,Chhindwara,5,2,1,0,
2020-05-08,Madhya Pradesh,Dewas,32,12,7,0,
2020-05-08,Madhya Pradesh,Dhar,78,26,1,0,
2020-05-08,Madhya Pradesh,Dindori,1,1,0,0,
2020-05-08,Madhya Pradesh,Guna,1,0,0,0,
2020-05-08,Madhya Pradesh,Gwalior,12,3,0,0,
2020-05-08,Madhya Pradesh,Harda,3,0,0,0,
2020-05-08,Madhya Pradesh,Hoshangabad,36,23,3,0,
2020-05-08,Madhya Pradesh,Indore,1727,663,86,0,12744.0
2020-05-08,Madhya Pradesh,Jabalpur,116,17,5,0,
2020-05-08,Madhya Pradesh,Jhabua,1,0,0,0,
2020-05-08,Madhya Pradesh,Khandwa,52,32,7,0,
2020-05-08,Madhya Pradesh,Khargone,80,37,8,0,
2020-05-08,Madhya Pradesh,Mandsaur,51,6,4,0,
2020-05-08,Madhya Pradesh,Morena,22,13,0,0,
2020-05-08,Madhya Pradesh,Neemuch,5,0,0,0,
2020-05-08,Madhya Pradesh,Panna,1,0,0,0,
2020-05-08,Madhya Pradesh,Raisen,64,24,3,0,
2020-05-08,Madhya Pradesh,Ratlam,23,12,0,0,
2020-05-08,Madhya Pradesh,Rewa,2,0,0,0,
2020-05-08,Madhya Pradesh,Sagar,5,5,0,0,
2020-05-08,Madhya Pradesh,Satna,1,0,1,0,
2020-05-08,Madhya Pradesh,Sehore,1,0,0,0,
2020-05-08,Madhya Pradesh,Shahdol,3,0,0,0,
2020-05-08,Madhya Pradesh,Shajapur,8,6,1,0,
2020-05-08,Madhya Pradesh,Sheopur,4,4,0,0,
2020-05-08,Madhya Pradesh,Shivpuri,3,2,0,0,
2020-05-08,Madhya Pradesh,Tikamgarh,3,0,0,0,
2020-05-08,Madhya Pradesh,Ujjain,220,57,43,0,
2020-05-08,Madhya Pradesh,Vidisha,13,13,0,0,
2020-05-09,Madhya Pradesh,Agar Malwa,13,10,1,0,
2020-05-09,Madhya Pradesh,Alirajpur,3,3,0,0,
2020-05-09,Madhya Pradesh,Anuppur,3,0,0,0,
2020-05-09,Madhya Pradesh,Ashoknagar,1,0,1,0,
2020-05-09,Madhya Pradesh,Barwani,26,23,0,0,
