Date,State,District,Confirmed,Recovered,Deceased,Other,Tested
2020-09-12,Chhattisgarh,Raipur,21229,7884,240,0,12704.0
2020-09-13,Chhattisgarh,Raipur,21850,10587,261,0,12704.0
2020-09-14,Chhattisgarh,Raipur,22606,10912,268,0,12704.0
2020-09-15,Chhattisgarh,Raipur,23621,11371,278,0,12704.0
2020-09-16,Chhattisgarh,Raipur,24338,11964,288,0,12704.0
2020-09-17,Chhattisgarh,Raipur,25447,15152,296,0,12704.0
2020-09-18,Chhattisgarh,Raipur,26119,16664,301,0,12704.0
2020-09-19,Chhattisgarh,Raipur,26899,17546,310,0,12704.0
2020-09-20,Chhattisgarh,Raipur,27711,17800,319,0,12704.0
2020-09-21,Chhattisgarh,Raipur,28190,18235,325,0,12704.0
2020-09-22,Chhattisgarh,Raipur,29148,18917,339,0,12704.0
2020-09-23,Chhattisgarh,Raipur,29896,19225,347,0,12704.0
2020-09-24,Chhattisgarh,Raipur,30306,19600,361,0,12704.0
2020-09-25,Chhattisgarh,Raipur,30886,20281,373,0,12704.0
2020-09-26,Chhattisgarh,Raipur,31777,21023,387,0,12704.0
2020-09-27,Chhattisgarh,Raipur,32239,21235,393,0,12704.0
2020-09-28,Chhattisgarh,Raipur,32829,21677,408,0,12704.0
2020-09-29,Chhattisgarh,Raipur,33285,22026,420,0,12704.0
2020-09-30,Chhattisgarh,Raipur,33829,22392,428,0,12704.0
2020-10-01,Chhattisgarh,Raipur,34187,22799,434,0,12704.0
2020-10-02,Chhattisgarh,Raipur,34582,23891,437,0,12704.0
2020-10-03,Chhattisgarh,Raipur,34890,24317,446,0,12704.0
2020-10-04,Chhattisgarh,Raipur,35197,24736,450,0,12704.0
2020-10-05,Chhattisgarh,Raipur,35467,25212,455,0,12704.0
2020-10-06,Chhattisgarh,Raipur,35844,25853,465,0,12704.0
2020-10-07,Chhattisgarh,Raipur,36235,26276,468,0,12704.0
2020-10-08,Chhattisgarh,Raipur,36541,26546,473,0,12704.0
2020-10-09,Chhattisgarh,Raipur,36877,26866,483,0,12704.0
2020-10-10,Chhattisgarh,Raipur,37205,27316,488,0,12704.0
2020-10-11,Chhattisgarh,Raipur,37436,27664,491,0,12704.0
2020-10-12,Chhattisgarh,Raipur,37660,27978,496,0,12704.0
2020-10-13,Chhattisgarh,Raipur,37999,28481,499,0,12704.0
2020-10-14,Chhattisgarh,Raipur,38255,28816,505,0,12704.0
2020-10-15,Chhattisgarh,Raipur,38519,29293,508,0,12704.0
2020-10-16,Chhattisgarh,Raipur,38763,29712,511,0,12704.0
2020-10-17,Chhattisgarh,Raipur,38945,30071,513,0,12704.0
2020-10-18,Chhattisgarh,Raipur,39089,30439,518,0,12704.0
2020-10-19,Chhattisgarh,Raipur,39285,30860,523,0,12704.0
2020-10-20,Chhattisgarh,Raipur,39465,31193,528,0,12704.0
2020-10-21,Chhattisgarh,Raipur,39674,31381,530,0,12704.0
2020-10-22,Chhattisgarh,Raipur,39914,31743,533,0,12704.0
2020-10-23,Chhattisgarh,Raipur,40116,31992,535,0,12704.0
2020-10-24,Chhattisgarh,Raipur,40285,32209,538,0,12704.0
2020-10-25,Chhattisgarh,Raipur,40429,32387,539,0,12704.0
2020-10-26,Chhattisgarh,Raipur,40528,32627,543,0,12704.0
2020-10-27,Chhattisgarh,Raipur,40705,32771,544,0,12704.0
2020-10-28,Chhattisgarh,Raipur,40890,32866,547,0,12704.0
2020-10-29,Chhattisgarh,Raipur,41075,33008,547,0,12704.0
2020-10-30,Chhattisgarh,Raipur,41227,33147,562,0,12704.0
2020-10-31,Chhattisgarh,Raipur,41365,33293,579,0,12704.0
2020-11-01,Chhattisgarh,Raipur,41481,33410,595,0,12704.0
2020-11-02,Chhattisgarh,Raipur,41583,33554,609,0,12704.0
2020-11-03,Chhattisgarh,Raipur,41726,33657,611,0,12704.0
2020-11-04,Chhattisgarh,Raipur,41882,33708,611,0,12704.0
2020-11-05,Chhattisgarh,Raipur,42043,33807,612,0,12704.0
2020-11-06,Chhattisgarh,Raipur,42178,33910,618,0,12704.0
2020-11-07,Chhattisgarh,Raipur,42305,34031,619,0,12704.0
2020-11-08,Chhattisgarh,Raipur,42471,34231,621,0,12704.0
2020-11-09,Chhattisgarh,Raipur,42583,34477,623,0,12704.0
2020-11-10,Chhattisgarh,Raipur,42757,34560,625,0,12704.0
2020-11-11,Chhattisgarh,Raipur,42901,34761,624,0,12704.0
2020-11-12,Chhattisgarh,Raipur,43056,34874,628,0,12704.0
2020-11-13,Chhattisgarh,Raipur,43236,34970,630,0,12704.0
2020-11-14,Chhattisgarh,Raipur,43328,35048,632,0,12704.0
2020-11-15,Chhattisgarh,Raipur,43378,35162,633,0,12704.0
2020-11-16,Chhattisgarh,Raipur,43457,35311,634,0,12704.0
2020-11-17,Chhattisgarh,Raipur,43656,35654,634,0,12704.0
2020-11-18,Chhattisgarh,Raipur,43883,35898,635,0,12704.0
2020-11-19,Chhattisgarh,Raipur,44131,36213,637,0,12704.0
2020-11-20,Chhattisgarh,Raipur,44297,36445,639,0,12704.0
2020-11-21,Chhattisgarh,Raipur,44570,36929,642,0,12704.0
2020-11-22,Chhattisgarh,Raipur,44893,37056,642,0,12704.0
2020-11-23,Chhattisgarh,Raipur,45141,37176,642,0,12704.0
2020-11-24,Chhattisgarh,Raipur,45361,37224,645,0,12704.0
2020-11-25,Chhattisgarh,Raipur,45556,37224,647,0,12704.0
2020-11-26,Chhattisgarh,Raipur,45775,37497,648,0,12704.0
2020-11-27,Chhattisgarh,Raipur,46001,37807,651,0,12704.0
2020-11-28,Chhattisgarh,Raipur,46187,38196,652,0,12704.0
2020-11-29,Chhattisgarh,Raipur,46340,38289,653,0,12704.0
2020-11-30,Chhattisgarh,Raipur,46526,38675,656,0,12704.0
2020-12-01,Chhattisgarh,Raipur,46771,39021,661,0,12704.0
2020-12-02,Chhattisgarh,Raipur,46948,39161,664,0,12704.0
2020-12-03,Chhattisgarh,Raipur,47177,39396,667,0,12704.0
2020-12-04,Chhattisgarh,Raipur,47373,39572,669,0,12704.0
2020-12-05,Chhattisgarh,Raipur,47602,39765,670,0,12704.0
2020-12-06,Chhattisgarh,Raipur,47745,39888,671,0,12704.0
2020-12-07,Chhattisgarh,Raipur,47880,39979,672,0,12704.0
2020-12-08,Chhattisgarh,Raipur,48059,40031,675,0,12704.0
2020-12-09,Chhattisgarh,Raipur,48247,40141,678,0,12704.0
2020-12-10,Chhattisgarh,Raipur,48457,40367,682,0,12704.0
2020-12-11,Chhattisgarh,Raipur,48663,40524,684,0,12704.0
2020-12-12,Chhattisgarh,Raipur,48916,40680,685,0,12704.0
2020-12-13,Chhattisgarh,Raipur,49125,40776,687,0,12704.0
2020-12-14,Chhattisgarh,Raipur,49336,41003,691,0,12704.0
2020-12-15,Chhattisgarh,Raipur,49628,41638,693,0,12704.0
2020-12-16,Chhattisgarh,Raipur,49894,42128,695,0,12704.0
2020-12-17,Chhattisgarh,Raipur,50227,42506,695,0,12704.0
2020-12-18,Chhattisgarh,Raipur,50451,42700,696,0,12704.0
2020-12-19,Chhattisgarh,Raipur,50615,42889,697,0,12704.0
2020-12-20,Chhattisgarh,Raipur,50743,43059,697,0,12704.0
2020-12-21,Chhattisgarh,Raipur,50970,43284,698,0,12704.0
2020-12-22,Chhattisgarh,Raipur,51148,43587,698,0,12704.0
2020-12-23,Chhattisgarh,Raipur,51354,43829,698,0,12704.0
2020-12-24,Chhattisgarh,Raipur,51473,44297,702,0,12704.0
2020-12-25,Chhattisgarh,Raipur,51628,44674,703,0,12704.0
2020-12-26,Chhattisgarh,Raipur,51801,45079,704,0,12704.0
2020-12-27,Chhattisgarh,Raipur,51935,45468,706,0,12704.0
2020-12-28,Chhattisgarh,Raipur,52126,46104,709,0,12704.0
2020-12-29,Chhattisgarh,Raipur,52354,46540,714,0,12704.0
2020-12-30,Chhattisgarh,Raipur,52529,47350,717,0,12704.0
2020-12-31,Chhattisgarh,Raipur,52670,48043,722,0,12704.0
2021-01-01,Chhattisgarh,Raipur,52826,48183,722,0,12704.0
2021-01-02,Chhattisgarh,Raipur,53025,49215,725,0,12704.0
2021-01-03,Chhattisgarh,Raipur,53186,49568,726,0,12704.0
2021-01-04,Chhattisgarh,Raipur,53326,50009,727,0,12704.0
2021-01-05,Chhattisgarh,Raipur,53557,50621,731,0,12704.0
2021-01-06,Chhattisgarh,Raipur,53710,50803,733,0,12704.0
2021-01-07,Chhattisgarh,Raipur,53882,50967,734,0,12704.0
2021-01-08,Chhattisgarh,Raipur,54052,51092,737,0,12704.0
2021-01-09,Chhattisgarh,Raipur,54232,51204,739,0,12704.0
2021-01-10,Chhattisgarh,Raipur,54355,51349,739,0,12704.0
2021-01-11,Chhattisgarh,Raipur,54488,51730,741,0,12704.0
2021-01-12,Chhattisgarh,Raipur,54609,51875,742,0,12704.0
2021-01-13,Chhattisgarh,Raipur,54767,51983,743,0,12704.0
2021-01-14,Chhattisgarh,Raipur,54894,52126,746,0,12704.0
2021-01-15,Chhattisgarh,Raipur,54989,52288,748,0,12704.0
2021-01-16,Chhattisgarh,Raipur,55100,52466,749,0,12704.0
2021-01-17,Chhattisgarh,Raipur,55152,52473,750,0,12704.0
2021-01-18,Chhattisgarh,Raipur,55238,52617,751,0,12704.0
2021-01-19,Chhattisgarh,Raipur,55290,52647,754,0,12704.0
2021-01-20,Chhattisgarh,Raipur,55416,52714,759,0,12704.0
2021-01-21,Chhattisgarh,Raipur,55510,52856,759,0,12704.0
2021-01-22,Chhattisgarh,Raipur,55590,52968,761,0,12704.0
2021-01-23,Chhattisgarh,Raipur,55673,53102,762,0,12704.0
2021-01-24,Chhattisgarh,Raipur,55719,53161,764,0,12704.0
2021-01-25,Chhattisgarh,Raipur,55813,53244,765,0,12704.0
2021-01-26,Chhattisgarh,Raipur,55915,53244,766,0,12704.0
2021-01-27,Chhattisgarh,Raipur,56011,53484,766,0,12704.0
2021-01-28,Chhattisgarh,Raipur,53106,51539,774,0,12704.0
2021-01-29,Chhattisgarh,Raipur,53214,51592,773,0,12704.0
2021-01-30,Chhattisgarh,Raipur,53313,51615,775,0,12704.0
2021-01-31,Chhattisgarh,Raipur,53382,51657,775,0,12704.0
2021-02-01,Chhattisgarh,Raipur,53479,51709,775,0,12704.0
2021-02-02,Chhattisgarh,Raipur,53613,51758,777,0,12704.0
2021-02-03,Chhattisgarh,Raipur,53759,51783,778,0,12704.0
2021-02-04,Chhattisgarh,Raipur,53882,51880,782,0,12704.0
2021-02-05,Chhattisgarh,Raipur,54017,51927,783,0,12704.0
2021-02-06,Chhattisgarh,Raipur,54104,52014,785,0,12704.0
2021-02-07,Chhattisgarh,Raipur,54147,52102,786,0,12704.0
2021-02-08,Chhattisgarh,Raipur,54217,52185,787,0,12704.0
2021-02-09,Chhattisgarh,Raipur,54276,52253,787,0,12704.0
2021-02-10,Chhattisgarh,Raipur,54343,52287,788,0,12704.0
2021-02-11,Chhattisgarh,Raipur,54414,52505,791,0,12704.0
2021-02-12,Chhattisgarh,Raipur,54496,52625,792,0,12704.0
2021-02-13,Chhattisgarh,Raipur,54549,52733,793,0,12704.0
2021-02-14,Chhattisgarh,Raipur,54597,52821,793,0,12704.0
2021-02-15,Chhattisgarh,Raipur,54682,52941,795,0,12704.0
2021-02-16,Chhattisgarh,Raipur,54741,53036,796,0,12704.0
2021-02-17,Chhattisgarh,Raipur,54859,53157,799,0,12704.0
2021-02-18,Chhattisgarh,Raipur,54922,53245,800,0,12704.0
2021-02-19,Chhattisgarh,Raipur,55009,53286,800,0,12704.0
2021-02-20,Chhattisgarh,Raipur,55084,53332,801,0,12704.0
2021-02-21,Chhattisgarh,Raipur,55122,53371,802,0,12704.0
2021-02-22,Chhattisgarh,Raipur,55182,53535,804,0,12704.0
2021-02-23,Chhattisgarh,Raipur,55249,53583,804,0,12704.0
2021-02-24,Chhattisgarh,Raipur,55334,53648,805,0,12704.0
2021-02-25,Chhattisgarh,Raipur,55391,53707,807,0,12704.0
2021-02-26,Chhattisgarh,Raipur,55450,53807,807,0,12704.0
2021-02-27,Chhattisgarh,Raipur,55518,53938,807,0,12704.0
2021-02-28,Chhattisgarh,Raipur,55577,53982,807,0,12704.0
2021-03-01,Chhattisgarh,Raipur,55649,54018,807,0,12704.0
2021-03-02,Chhattisgarh,Raipur,55717,54052,807,0,12704.0
2021-03-03,Chhattisgarh,Raipur,55805,54100,807,0,12704.0
2021-03-04,Chhattisgarh,Raipur,55872,54143,807,0,12704.0
2021-03-05,Chhattisgarh,Raipur,55970,54296,808,0,12704.0
2021-03-06,Chhattisgarh,Raipur,56068,54442,809,0,12704.0
2021-03-07,Chhattisgarh,Raipur,56134,54463,810,0,12704.0
2021-03-08,Chhattisgarh,Raipur,56230,54481,810,0,12704.0
2021-03-09,Chhattisgarh,Raipur,56391,54513,810,0,12704.0
2021-03-10,Chhattisgarh,Raipur,56526,54528,812,0,12704.0
2021-03-11,Chhattisgarh,Raipur,56681,54582,813,0,12704.0
2021-03-12,Chhattisgarh,Raipur,56802,54788,814,0,12704.0
2021-03-13,Chhattisgarh,Raipur,57008,55037,816,0,12704.0
2021-03-14,Chhattisgarh,Raipur,57141,55186,817,0,12704.0
2021-03-15,Chhattisgarh,Raipur,57344,55446,818,0,12704.0
2021-03-16,Chhattisgarh,Raipur,57650,55531,819,0,12704.0
2021-03-17,Chhattisgarh,Raipur,57937,55580,821,0,12704.0
2021-03-18,Chhattisgarh,Raipur,58247,55636,824,0,12704.0
2021-03-19,Chhattisgarh,Raipur,58629,55700,828,0,12704.0
2021-03-20,Chhattisgarh,Raipur,59055,55741,833,0,12704.0
2021-03-21,Chhattisgarh,Raipur,59376,55832,837,0,12704.0
2021-03-22,Chhattisgarh,Raipur,59725,56033,838,0,12704.0
2021-03-23,Chhattisgarh,Raipur,60232,56237,847,0,12704.0
2021-03-24,Chhattisgarh,Raipur,60805,56403,857,0,12704.0
2021-03-25,Chhattisgarh,Raipur,61355,56829,860,0,12704.0
2021-03-26,Chhattisgarh,Raipur,62044,57035,870,0,12704.0
2021-03-27,Chhattisgarh,Raipur,62840,57112,870,0,12704.0
2021-03-28,Chhattisgarh,Raipur,63211,57382,876,0,12704.0
2021-03-29,Chhattisgarh,Raipur,63653,57599,881,0,12704.0
2021-03-30,Chhattisgarh,Raipur,64381,57879,896,0,12704.0
2021-03-31,Chhattisgarh,Raipur,65672,58298,905,0,12704.0
2021-04-01,Chhattisgarh,Raipur,66999,58682,914,0,12704.0
2021-04-02,Chhattisgarh,Raipur,68404,59037,930,0,12704.0
2021-04-03,Chhattisgarh,Raipur,70691,59461,939,0,12704.0
2021-04-04,Chhattisgarh,Raipur,71904,61289,953,0,12704.0
2021-04-05,Chhattisgarh,Raipur,73606,61856,975,0,12704.0
2021-04-06,Chhattisgarh,Raipur,76427,62319,1001,0,12704.0
2021-04-07,Chhattisgarh,Raipur,79729,63710,1028,0,12704.0
2021-04-08,Chhattisgarh,Raipur,82059,63904,1076,0,12704.0
2021-04-09,Chhattisgarh,Raipur,84681,64910,1111,0,12704.0
2021-04-10,Chhattisgarh,Raipur,88478,65994,1155,0,12704.0
2021-04-11,Chhattisgarh,Raipur,91311,67382,1203,0,12704.0
2021-04-12,Chhattisgarh,Raipur,94753,69385,1261,0,12704.0
2021-04-13,Chhattisgarh,Raipur,98921,71332,1319,0,12704.0
2021-04-14,Chhattisgarh,Raipur,102881,72568,1366,0,12704.0
2021-04-15,Chhattisgarh,Raipur,106319,79494,1431,0,12704.0
2021-04-16,Chhattisgarh,Raipur,110132,83936,1492,0,12704.0
2021-04-17,Chhattisgarh,Raipur,113735,85656,1565,0,12704.0
2021-04-18,Chhattisgarh,Raipur,116259,90339,1632,0,12704.0
2021-04-19,Chhattisgarh,Raipur,118637,92839,1701,0,12704.0
2021-04-20,Chhattisgarh,Raipur,120862,98339,1778,0,12704.0
2021-04-21,Chhattisgarh,Raipur,123943,101707,1846,0,12704.0
2021-04-22,Chhattisgarh,Raipur,126978,106315,1914,0,12704.0
2021-04-23,Chhattisgarh,Raipur,130193,110560,1971,0,12704.0
2021-04-24,Chhattisgarh,Raipur,132331,114155,2022,0,12704.0
2021-04-25,Chhattisgarh,Raipur,133970,116693,2068,0,12704.0
2021-04-26,Chhattisgarh,Raipur,135364,120536,2138,0,12704.0
2021-04-27,Chhattisgarh,Raipur,136820,123633,2192,0,12704.0
2021-04-28,Chhattisgarh,Raipur,138278,125197,2269,0,12704.0
2021-04-29,Chhattisgarh,Raipur,139692,126537,2335,0,12704.0
2021-04-30,Chhattisgarh,Raipur,140810,127828,2406,0,12704.0
2021-05-01,Chhattisgarh,Raipur,142274,129155,2447,0,12704.0
2021-05-02,Chhattisgarh,Raipur,143285,130512,2481,0,12704.0
2021-05-03,Chhattisgarh,Raipur,144387,131489,2544,0,12704.0
2021-05-04,Chhattisgarh,Raipur,145395,132028,2583,0,12704.0
2021-05-05,Chhattisgarh,Raipur,146311,132562,2647,0,12704.0
2021-05-06,Chhattisgarh,Raipur,147298,133356,2692,0,12704.0
2021-05-07,Chhattisgarh,Raipur,148116,134914,2732,0,12704.0
2021-05-08,Chhattisgarh,Raipur,148834,135358,2781,0,12704.0
2021-05-09,Chhattisgarh,Raipur,149226,136741,2807,0,12704.0
2021-05-10,Chhattisgarh,Raipur,150097,137997,2836,0,12704.0
2021-05-11,Chhattisgarh,Raipur,150606,138771,2869,0,12704.0
2021-05-12,Chhattisgarh,Raipur,151211,139393,2889,0,12704.0
2021-05-13,Chhattisgarh,Raipur,151866,140191,2917,0,12704.0
2021-05-14,Chhattisgarh,Raipur,152224,140732,2946,0,12704.0
2021-05-15,Chhattisgarh,Raipur,152690,142113,2963,0,12704.0
2021-05-16,Chhattisgarh,Raipur,152910,143050,2980,0,12704.0
2021-05-17,Chhattisgarh,Raipur,153228,144173,3000,0,12704.0
2021-05-18,Chhattisgarh,Raipur,153610,145027,3015,0,12704.0
2021-05-19,Chhattisgarh,Raipur,153919,145720,3024,0,12704.0
2021-05-20,Chhattisgarh,Raipur,154159,146163,3037,0,12704.0
2021-05-21,Chhattisgarh,Raipur,154507,146775,3048,0,12704.0
2021-05-22,Chhattisgarh,Raipur,154767,147485,3055,0,12704.0
2021-05-23,Chhattisgarh,Raipur,154919,147984,3067,0,12704.0
